0.0 0.0 0.0 -5.41186632333469
0.0 0.0 0.0 -5.411866323334671
0.0 0.0 0.0 -4.942268271254438
0.0 0.0 0.0 -4.942268271254436
0.0 0.0 0.0 -4.885069697148339
0.0 0.0 0.0 -4.885069697148327
0.0 0.0 0.0 -4.8483496672636495
0.0 0.0 0.0 -4.848349667263647
0.0 0.0 0.0 -4.410243518420388
0.0 0.0 0.0 -4.410243518420372
0.0 0.0 0.0 -4.323842152425812
0.0 0.0 0.0 -4.323842152425784
0.0 0.0 0.0 -4.270680009791003
0.0 0.0 0.0 -4.270680009790984
0.0 0.0 0.0 -3.6745758474980637
0.0 0.0 0.0 -3.6745758474980477
0.0 0.0 0.0 -1.1148683324109032
0.0 0.0 0.0 -1.114868332410903
0.0 0.0 0.0 -0.9760251923462472
0.0 0.0 0.0 -0.9760251923462394
0.0 0.0 0.0 -0.9207409081839844
0.0 0.0 0.0 -0.920740908183977
0.0 0.0 0.0 -0.8603537644360679
0.0 0.0 0.0 -0.8603537644360648
0.0 0.0 0.0 -0.8280922721264578
0.0 0.0 0.0 -0.8280922721264571
0.0 0.0 0.0 -0.7784580884743142
0.0 0.0 0.0 -0.7784580884743073
0.0 0.0 0.0 -0.7418266338065934
0.0 0.0 0.0 -0.7418266338065873
0.0 0.0 0.0 -0.6850941608199235
0.0 0.0 0.0 -0.68509416081992
0.0 0.0 0.0 -0.6611345496665264
0.0 0.0 0.0 -0.6611345496665255
0.0 0.0 0.0 -0.5947137083724684
0.0 0.0 0.0 -0.5947137083724655
0.0 0.0 0.0 -0.4922316315916283
0.0 0.0 0.0 -0.4922316315916266
0.0 0.0 0.0 -0.4380136102933395
0.0 0.0 0.0 -0.4380136102933387
0.0 0.0 0.0 0.4332207375721273
0.0 0.0 0.0 0.4332207375721278
0.0 0.0 0.0 0.47834734759655423
0.0 0.0 0.0 0.47834734759656966
0.0 0.0 0.0 0.5472875439570449
0.0 0.0 0.0 0.5472875439570477
0.0 0.0 0.0 0.5961276290489276
0.0 0.0 0.0 0.5961276290489289
0.0 0.0 0.0 0.6302955298392511
0.0 0.0 0.0 0.6302955298392516
0.0 0.0 0.0 0.6618544112469428
0.0 0.0 0.0 0.6618544112469443
0.0 0.0 0.0 0.6865022251583297
0.0 0.0 0.0 0.686502225158331
0.0 0.0 0.0 0.7264890282512285
0.0 0.0 0.0 0.726489028251232
0.0 0.0 0.0 0.7522654477578167
0.0 0.0 0.0 0.7522654477578192
0.0 0.0 0.0 0.7784131726144978
0.0 0.0 0.0 0.7784131726144985
0.0 0.0 0.0 0.7942850297983332
0.0 0.0 0.0 0.7942850297983367
0.0 0.0 0.0 0.8218602995932763
0.0 0.0 0.0 0.8218602995932772
0.0 0.0 0.0 0.8368398117334342
0.0 0.0 0.0 0.8368398117334358
0.0 0.0 0.0 0.8542377439411188
0.0 0.0 0.0 0.8542377439411212
0.0 0.0 0.0 0.8722288247366836
0.0 0.0 0.0 0.8722288247366863
0.0 0.0 0.0 0.8876037743697943
0.0 0.0 0.0 0.8876037743697961
0.0 0.0 0.0 0.9196469293176138
0.0 0.0 0.0 0.919646929317616
0.0 0.0 0.0 0.9329999626673071
0.0 0.0 0.0 0.9329999626673122
0.0 0.0 0.0 0.9462259031823985
0.0 0.0 0.0 0.9462259031823992
0.0 0.0 0.0 0.9727023070112017
0.0 0.0 0.0 0.9727023070112025
0.0 0.0 0.0 0.9836118871732358
0.0 0.0 0.0 0.9836118871732372
0.0 0.0 0.0 0.9967928373053752
0.0 0.0 0.0 0.9967928373053768
0.0 0.0 0.0 1.0095597924489712
