1.448149999999999993e-01 1.207843899453783371e-01
-1.041939999999999950e-01 -8.204593111022957796e-02
-2.114320000000000088e-01 -1.943126364001905027e-01
-2.605400000000000077e-02 -3.847519564546305476e-02
-1.011579999999999979e-01 -1.213551493607741144e-01
1.088920000000000027e-01 1.257247323764301150e-01
1.351060000000000039e-01 1.245239793934890399e-01
1.622480000000000033e-01 1.480080139661910654e-01
7.603000000000000383e-03 -1.582144679041224463e-03
1.928300000000000153e-02 9.640759076219036772e-03
-2.152899999999999953e-02 -2.011351204743840049e-02
4.961999999999999744e-02 2.843332302310374801e-02
1.568900000000000156e-02 2.689206856549979791e-02
7.624000000000000221e-02 6.411244658326310797e-02
2.204520000000000091e-01 2.215101961649798834e-01
1.573859999999999981e-01 1.396511239030785445e-01
7.322499999999999842e-02 7.504880995895446549e-02
1.545050000000000034e-01 1.496836379717095267e-01
-3.254190000000000138e-01 -2.899154003668557023e-01
-1.790039999999999965e-01 -1.758955067948778095e-01
-1.081680000000000003e-01 -1.156280431385709739e-01
-9.628599999999999659e-02 -8.472910183295813413e-02
-3.745300000000000018e-02 -4.538305472903279153e-02
-1.606899999999999995e-02 -1.388936102903743329e-02
2.086870000000000114e-01 2.685307653092827707e-01
-2.193799999999999917e-02 -8.519353130075294628e-03
1.658590000000000064e-01 1.463168520208681100e-01
-7.029100000000000625e-02 -5.908102278612499536e-02
1.552969999999999906e-01 1.153682971018427095e-01
-9.643999999999999795e-02 -1.026314781174034879e-01
-6.176899999999999752e-02 -6.273794696879100852e-02
-2.600299999999999834e-02 -2.429481565085466963e-02
-1.998759999999999981e-01 -1.898120287744732848e-01
-1.600459999999999938e-01 -1.547069247710557705e-01
-6.108000000000000235e-02 -4.456437551700938998e-02
3.223700000000000176e-02 2.521431006684721546e-02
2.067099999999999840e-02 -2.092256792806856860e-03
9.543699999999999406e-02 9.330726079322834710e-02
1.354559999999999931e-01 1.092769471358422950e-01
-1.532119999999999871e-01 -1.452920469181023244e-01
1.519959999999999922e-01 1.297324328742877064e-01
-3.772000000000000179e-03 1.160005443592919752e-02
-7.771300000000000430e-02 -9.320571219555137676e-02
5.155499999999999666e-02 2.181334494364817189e-02
1.054080000000000017e-01 1.163123200654560263e-01
1.336670000000000080e-01 1.262687987727343919e-01
1.662029999999999896e-01 1.884460964408354589e-01
6.096620000000000372e-01 6.578585207556930659e-01
3.322800000000000059e-02 8.900585226612706818e-03
-2.751799999999999802e-01 -2.421252569013609968e-01
2.251680000000000070e-01 2.252692099435842088e-01
1.695820000000000105e-01 1.665082648699271750e-01
-3.481000000000000153e-03 -5.569202645218936966e-03
7.581000000000000238e-02 6.595428476144833685e-02
-1.807999999999999928e-03 1.815258596658756406e-03
-1.705619999999999914e-01 -1.508872340785648303e-01
-3.463089999999999780e-01 -3.432743477982004854e-01
-7.613499999999999435e-02 -7.611762442233901971e-02
-7.926999999999999325e-02 -6.991817598124264177e-02
-2.704999999999999939e-03 -4.247333510038911984e-03
6.379700000000000648e-02 3.686620082183485192e-02
-4.726700000000000346e-02 -5.559327886952190878e-02
1.709700000000000109e-02 -1.070416878772244675e-03
-5.191999999999999567e-03 -1.207886893202319255e-02
2.268380000000000118e-01 2.486796689786893721e-01
2.107489999999999919e-01 2.087687599186800469e-01
-1.594939999999999969e-01 -1.475992025851465828e-01
2.391099999999999892e-01 2.152757872563905994e-01
1.046330000000000038e-01 1.079921969126138165e-01
1.839139999999999942e-01 1.694941402575298739e-01
-1.697309999999999930e-01 -1.582315270101311011e-01
-8.033200000000000063e-02 -8.588015268704736471e-02
7.651099999999999568e-02 8.563188905801229212e-02
1.825999999999999932e-03 -1.033225753021788269e-02
-1.195230000000000042e-01 -1.159223973917770101e-01
-1.081909999999999955e-01 -9.458967059921510878e-02
-7.470100000000000351e-02 -7.511390772071602218e-02
2.241080000000000017e-01 2.157839298295373132e-01
1.981789999999999941e-01 2.001494402211090318e-01
1.752009999999999956e-01 1.820573754204855288e-01
1.691000000000000003e-01 1.510373714211674101e-01
3.682099999999999956e-02 2.551893291075978121e-02
1.391419999999999879e-01 1.343013822393281098e-01
2.268999999999999836e-02 2.074995559413425270e-02
-1.306420000000000081e-01 -1.334030219653357663e-01
2.419580000000000064e-01 2.463230653458009234e-01
4.344900000000000151e-02 3.539089645043269616e-02
-7.115999999999999930e-03 -1.636838279098839360e-02
-2.837200000000000139e-02 -3.419447778688267797e-02
-8.412699999999999345e-02 -8.225925811943751720e-02
1.711330000000000073e-01 1.685418754966206967e-01
-1.053629999999999983e-01 -9.862704076115220986e-02
2.704399999999999860e-02 2.576344896192908282e-02
-1.073719999999999952e-01 -1.054150472974551417e-01
-3.799099999999999699e-02 -5.583962511727817019e-02
1.473359999999999947e-01 1.954877576011399831e-01
